model,delta_test_rmse,delta_test_mae,delta_test_r2,level_test_rmse,level_test_mae,level_test_r2,level_base_rmse,level_base_mae,level_base_r2,shocks_on,lag_depth,lagged_shocks_on,n_features
RandomForest_dFSI,0.4231415774521537,0.33852408443972387,-0.23841098538184524,0.4231415774521537,0.3385240844397239,-1.3649682373889456,0.38437075465907644,0.2469960325425691,-0.951437217986282,True,2,False,77
